,Entropy,CW norm,Acc,Adv Acc,Adv,"(Acc,Adv Acc, Adv)"
0,1.9210625,1.2294703,True,False,True,"(True, False, True)"
1,0.35552266,1.0904515,True,False,True,"(True, False, True)"
2,1.8852332,0.3614386,True,False,True,"(True, False, True)"
3,0.5532419,0.96134,True,False,True,"(True, False, True)"
4,1.4206464,0.42716107,True,False,True,"(True, False, True)"
5,0.5551229,0.4536223,True,False,True,"(True, False, True)"
6,0.3647554,1.4522387,True,False,True,"(True, False, True)"
7,1.8173114,0.82978857,True,False,True,"(True, False, True)"
8,2.1111934,0.6856396,True,False,True,"(True, False, True)"
9,0.64514434,0.5943565,True,False,True,"(True, False, True)"
10,0.9168404,0.6800003,True,False,True,"(True, False, True)"
11,0.15478502,1.9429233,True,False,True,"(True, False, True)"
12,1.8863935,0.09059583,True,False,True,"(True, False, True)"
13,0.3068271,2.6373312,True,False,True,"(True, False, True)"
14,0.16305137,1.697771,True,False,True,"(True, False, True)"
15,0.22054735,1.3614731,True,False,True,"(True, False, True)"
16,2.0256448,0.7195892,True,False,True,"(True, False, True)"
17,0.2832728,2.408596,True,False,True,"(True, False, True)"
18,1.4395397,0.9076645,True,False,True,"(True, False, True)"
19,0.12867492,1.4569168,True,False,True,"(True, False, True)"
20,1.5567725,0.30602577,True,False,True,"(True, False, True)"
21,0.24664615,1.3428086,True,False,True,"(True, False, True)"
22,2.187632,0.2711446,True,False,True,"(True, False, True)"
23,0.12692562,2.0637562,True,False,True,"(True, False, True)"
24,0.9721272,0.4703118,False,True,True,"(False, True, True)"
25,1.7374554,0.5660834,True,False,True,"(True, False, True)"
26,2.1156473,0.6812905,True,False,True,"(True, False, True)"
27,0.26960385,1.4395643,True,False,True,"(True, False, True)"
28,0.38919884,1.2946504,True,False,True,"(True, False, True)"
29,0.09407585,1.312454,True,False,True,"(True, False, True)"
30,1.5848594,0.99822855,True,False,True,"(True, False, True)"
31,0.8899596,0.7290797,True,False,True,"(True, False, True)"
32,1.7833984,0.2643105,True,False,True,"(True, False, True)"
33,2.1826599,0.70194244,True,False,True,"(True, False, True)"
34,0.24249046,1.4400132,True,False,True,"(True, False, True)"
35,1.7892345,0.07790024,True,False,True,"(True, False, True)"
36,1.1255131,0.26829243,True,False,True,"(True, False, True)"
37,2.0239272,0.16650002,False,True,True,"(False, True, True)"
38,0.17109638,2.0603957,True,False,True,"(True, False, True)"
39,0.774249,1.1261519,True,False,True,"(True, False, True)"
40,0.0827299,1.9442068,True,False,True,"(True, False, True)"
41,0.82810456,1.3077507,True,False,True,"(True, False, True)"
42,1.5549614,1.0669599,True,False,True,"(True, False, True)"
43,1.3855318,0.9225141,True,False,True,"(True, False, True)"
44,1.6939085,0.7049329,True,False,True,"(True, False, True)"
45,0.1456221,1.6935004,True,False,True,"(True, False, True)"
46,1.9601074,0.2513813,True,False,True,"(True, False, True)"
47,2.2570224,0.13843809,True,False,True,"(True, False, True)"
48,0.429335,0.5201331,True,False,True,"(True, False, True)"
49,1.230561,0.5559221,True,False,True,"(True, False, True)"
50,0.75730556,1.3220723,True,False,True,"(True, False, True)"
51,1.1496706,0.74576646,True,False,True,"(True, False, True)"
52,1.4955232,0.82779413,True,False,True,"(True, False, True)"
53,2.153037,0.7453172,True,False,True,"(True, False, True)"
54,0.2029429,1.4327501,True,False,True,"(True, False, True)"
55,1.0839667,0.78195107,True,False,True,"(True, False, True)"
56,0.8798897,1.0802333,True,False,True,"(True, False, True)"
57,1.972501,0.33341828,True,False,True,"(True, False, True)"
58,1.9362268,0.016154671,False,False,True,"(False, False, True)"
59,1.9502869,0.39013317,True,False,True,"(True, False, True)"
60,0.26531282,1.6977292,True,False,True,"(True, False, True)"
61,2.1995828,0.16679908,True,False,True,"(True, False, True)"
62,0.27044338,1.5966117,True,False,True,"(True, False, True)"
63,2.0900507,0.28588468,True,False,True,"(True, False, True)"
64,0.8726817,0.9703451,True,False,True,"(True, False, True)"
65,1.6868949,0.5589221,True,False,True,"(True, False, True)"
66,0.54649687,0.700126,True,False,True,"(True, False, True)"
67,0.23053809,2.548363,True,False,True,"(True, False, True)"
68,2.2471924,0.24345991,True,False,True,"(True, False, True)"
69,0.94433343,0.9312098,True,False,True,"(True, False, True)"
70,1.4081873,0.3882648,True,False,True,"(True, False, True)"
71,1.3725593,0.33026418,True,False,True,"(True, False, True)"
72,0.6541065,0.7329514,True,False,True,"(True, False, True)"
73,0.682431,1.7158256,True,False,True,"(True, False, True)"
74,1.0922961,0.7278701,True,False,True,"(True, False, True)"
75,0.6466122,1.3466339,True,False,True,"(True, False, True)"
76,1.4237664,1.0227351,True,False,True,"(True, False, True)"
77,1.8329556,0.4180362,True,False,True,"(True, False, True)"
78,2.0221477,1.126691,True,False,True,"(True, False, True)"
79,0.46307352,1.5697923,True,False,True,"(True, False, True)"
80,1.1079212,0.96595633,True,False,True,"(True, False, True)"
81,2.2885695,0.42998692,True,False,True,"(True, False, True)"
82,0.35366035,1.8442644,True,False,True,"(True, False, True)"
83,0.3207473,1.3484895,True,False,True,"(True, False, True)"
84,0.8830403,0.9385038,True,False,True,"(True, False, True)"
85,1.2496253,0.46641064,False,True,True,"(False, True, True)"
86,0.3404416,1.2454973,True,False,True,"(True, False, True)"
87,2.0967298,0.065693654,False,False,True,"(False, False, True)"
88,1.2387083,1.5160563,True,False,True,"(True, False, True)"
89,0.1724592,1.808485,True,False,True,"(True, False, True)"
90,0.18483157,1.3047903,True,False,True,"(True, False, True)"
91,1.6155963,0.592695,True,False,True,"(True, False, True)"
92,0.37804025,1.1396465,True,False,True,"(True, False, True)"
93,0.60490537,1.2589453,True,False,True,"(True, False, True)"
94,1.2071915,0.63847136,True,False,True,"(True, False, True)"
95,2.1148663,0.8327332,True,False,True,"(True, False, True)"
96,0.68803716,1.0183307,True,False,True,"(True, False, True)"
97,2.0100293,0.6861426,True,False,True,"(True, False, True)"
98,0.22847751,2.271516,True,False,True,"(True, False, True)"
99,0.21855566,1.6327198,True,False,True,"(True, False, True)"
100,1.8060673,0.8032903,True,False,True,"(True, False, True)"
101,1.3165026,0.80396324,True,False,True,"(True, False, True)"
102,1.6460688,1.342866,True,False,True,"(True, False, True)"
103,1.6318262,1.333831,True,False,True,"(True, False, True)"
104,0.2916695,0.0,True,True,False,"(True, True, False)"
105,0.23294866,1.7728419,True,False,True,"(True, False, True)"
106,1.6417649,0.4850861,True,False,True,"(True, False, True)"
107,0.70508873,1.218331,True,False,True,"(True, False, True)"
108,0.4850598,1.5619549,True,False,True,"(True, False, True)"
109,0.14914647,1.9830818,True,False,True,"(True, False, True)"
110,0.57160044,1.4135437,True,False,True,"(True, False, True)"
111,0.26897,2.0948725,True,False,True,"(True, False, True)"
112,1.0247415,0.4109527,True,False,True,"(True, False, True)"
113,1.2056636,0.57912105,True,False,True,"(True, False, True)"
114,0.28928876,0.8313205,True,False,True,"(True, False, True)"
115,1.3989301,1.5143691,True,False,True,"(True, False, True)"
116,0.3019061,1.124307,True,False,True,"(True, False, True)"
117,1.3987281,1.2519387,True,False,True,"(True, False, True)"
118,2.2886434,0.33656812,False,True,True,"(False, True, True)"
119,1.6166974,0.5231693,True,False,True,"(True, False, True)"
120,0.6604202,0.6202242,True,False,True,"(True, False, True)"
121,1.8636042,0.1289839,True,False,True,"(True, False, True)"
122,0.40142813,1.1891099,True,False,True,"(True, False, True)"
123,0.061132368,1.4611727,True,False,True,"(True, False, True)"
124,0.8136045,0.6364959,True,False,True,"(True, False, True)"
125,2.199925,0.19238953,True,False,True,"(True, False, True)"
126,1.6108205,0.9095649,True,False,True,"(True, False, True)"
127,1.8543527,0.2420222,True,False,True,"(True, False, True)"
128,1.4665068,0.3654739,True,False,True,"(True, False, True)"
129,1.0987209,0.818433,True,False,True,"(True, False, True)"
130,0.31241745,1.0191804,True,False,True,"(True, False, True)"
131,0.14511126,2.6139202,True,False,True,"(True, False, True)"
132,0.7672583,0.8909435,True,False,True,"(True, False, True)"
133,0.13668801,2.5210655,True,False,True,"(True, False, True)"
134,0.4930916,1.1673656,True,False,True,"(True, False, True)"
135,0.7812434,1.1270849,True,False,True,"(True, False, True)"
136,0.1861218,1.2361846,True,False,True,"(True, False, True)"
137,0.308795,1.7397577,True,False,True,"(True, False, True)"
138,0.65083563,1.0977144,True,False,True,"(True, False, True)"
139,0.7353714,0.48597702,False,True,True,"(False, True, True)"
140,1.0268209,0.89137346,True,False,True,"(True, False, True)"
141,0.41660365,1.8358495,True,False,True,"(True, False, True)"
